Mass 1: 5.044511E12 kg
Diameter 1: 8.0912695 m
Mass 2: 4.968899E12 kg
Diameter 2: 8.010815 m

Time (s)	Distance (m)	Gravitational Force (MN)
6.12		284.32		20359.28
6.13		284.24		20369.99
6.14		284.17		20380.73
6.14		284.09		20391.50
6.15		284.02		20402.25
6.16		283.94		20412.95
6.17		283.87		20423.61
6.18		283.80		20434.25
6.18		283.72		20444.91
6.19		283.65		20455.62
6.20		283.57		20466.34
6.21		283.50		20477.12
6.22		283.42		20487.92
6.23		283.35		20498.77
6.23		283.27		20509.65
6.24		283.20		20520.57
6.25		283.12		20531.49
6.26		283.05		20542.45
6.26		282.97		20553.40
6.28		282.90		20564.40
6.28		282.82		20575.40
6.29		282.74		20586.47
6.30		282.67		20597.53
6.31		282.59		20608.68
6.31		282.52		20619.81
6.33		282.44		20631.02
6.34		282.36		20642.24
6.34		282.29		20653.48
6.35		282.21		20664.74
6.36		282.13		20676.02
6.37		282.05		20687.34
6.38		281.98		20698.67
6.39		281.90		20710.05
6.39		281.82		20721.43
6.40		281.74		20732.86
6.41		281.67		20744.29
6.42		281.59		20755.77
6.42		281.51		20767.25
6.44		281.43		20778.78
6.44		281.35		20790.32
6.45		281.28		20801.92
6.46		281.20		20813.52
6.47		281.12		20825.18
6.47		281.04		20836.83
6.49		280.96		20848.56
6.49		280.88		20860.28
6.50		280.80		20872.09
6.51		280.72		20883.90
6.52		280.64		20895.74
6.52		280.56		20907.57
6.54		280.48		20919.50
6.54		280.40		20931.45
6.55		280.32		20943.41
6.56		280.24		20955.40
6.57		280.16		20967.41
6.58		280.08		20979.46
6.58		280.00		20991.53
6.59		279.92		21003.64
6.60		279.84		21015.77
6.61		279.76		21027.94
6.62		279.68		21040.12
6.63		279.60		21052.36
6.63		279.52		21064.59
6.64		279.44		21076.89
6.65		279.35		21089.19
6.66		279.27		21101.55
6.66		279.19		21113.92
6.68		279.11		21126.36
6.68		279.03		21138.79
6.69		278.94		21151.31
6.70		278.86		21163.82
6.71		278.78		21176.42
6.71		278.70		21189.01
6.73		278.61		21201.68
6.74		278.53		21214.38
6.74		278.45		21227.09
6.75		278.36		21239.84
6.76		278.28		21252.61
6.77		278.19		21265.43
6.78		278.11		21278.26
6.79		278.03		21291.15
6.79		277.94		21304.04
6.80		277.86		21316.99
6.81		277.77		21329.95
6.82		277.69		21342.96
6.82		277.60		21355.98
6.84		277.52		21369.06
6.84		277.43		21382.14
6.85		277.35		21395.29
6.86		277.26		21408.45
6.87		277.18		21421.68
